PhraseId,Sentiment
71376,1
39993,1
55107,1
146822,3
116031,1
94731,1
120001,2
57112,1
96036,2
5242,3
120029,3
66228,1
106715,1
95963,3
134530,1
60712,4
126029,2
144261,1
11072,1
17090,1
152050,2
88995,1
154682,1
50573,3
103085,1
28050,3
134000,1
147835,2
7787,1
5182,4
97265,1
14060,1
23274,1
90839,1
15938,1
77538,1
121330,1
152913,3
66482,1
26550,3
129731,3
62858,1
65695,2
98115,2
4904,1
11061,3
33238,1
131474,1
17900,1
127400,1
129543,1
102612,3
25768,3
41320,1
149796,1
39504,1
152231,2
8789,1
141686,1
109178,3
66912,3
30693,3
147498,1
76735,1
135955,1
146132,3
6579,1
1172,1
39038,1
127272,1
123497,1
142036,2
133453,1
114104,0
71002,1
107430,1
21836,1
60465,1
47216,1
68015,3
78982,2
139642,1
107622,1
144556,1
39892,2
79474,2
81947,2
115063,2
12593,3
141514,3
129152,1
111597,3
95588,1
115216,1
135479,1
129875,1
87889,1
48764,2
148000,2
106132,1
44278,1
67109,3
30811,1
47397,1
119973,3
95913,2
19728,2
95384,1
58768,3
150890,3
118653,3
131886,1
33990,2
110150,3
121049,1
152160,1
118765,2
118806,3
118946,2
20285,2
66479,1
72977,3
86721,3
53553,1
134150,2
63303,1
138633,1
146280,1
117321,1
96265,1
38348,3
72294,1
29529,2
115757,3
87444,2
99366,1
16923,1
93437,1
29420,1
82011,1
54480,1
17724,1
148866,2
42020,1
62301,1
88454,3
36221,1
44887,3
45036,3
88090,1
108023,3
86946,2
118965,2
80308,3
16275,1
44130,2
23374,3
46289,1
39747,3
144153,3
27270,1
4919,3
128043,1
127902,1
145267,1
49683,1
20095,1
85074,1
67815,3
131740,1
36279,2
5492,3
52125,1
79812,1
9688,1
48669,1
145073,3
102166,2
115962,1
93904,3
13146,3
65819,1
101787,2
13671,1
17920,1
140620,1
34339,2
108113,2
127850,3
66867,1
43030,3
50348,1
92703,3
98669,2
144100,1
85253,3
147159,2
2114,1
31401,1
104130,1
40723,1
54488,1
81072,1
136535,2
52568,3
116765,1
143827,2
113541,3
102415,1
107729,2
147208,2
59145,1
151471,1
143381,1
85009,1
36165,3
30229,1
6242,2
66947,2
62542,2
44556,3
131487,1
133030,2
155873,2
145079,1
73243,1
134723,2
110484,1
42886,1
25720,1
47785,1
51683,1
109683,3
78672,1
138679,2
83121,3
118216,1
93422,1
130711,1
43649,3
60460,2
56429,3
1955,2
96389,1
118915,1
69647,1
19382,4
119176,3
85907,3
68322,2
12648,1
142937,2
103495,1
101889,1
95059,1
63549,1
131103,3
152175,1
27478,3
140225,1
51035,1
86845,3
84217,1
120351,1
113336,2
85647,2
58241,3
122956,1
127702,2
64426,1
99362,1
37391,1
141994,3
107520,1
53838,2
15544,1
55538,1
104973,3
23948,1
98548,3
146960,4
140305,1
147514,1
67180,1
7106,1
25017,1
141231,2
122697,1
148859,2
133854,1
34444,1
71051,3
118630,1
134983,1
100560,4
52589,1
112405,1
125555,1
98891,1
129248,1
151083,1
109517,2
70535,3
109084,2
123444,1
77591,3
62402,2
25739,1
86280,1
128640,2
63031,1
44299,4
120799,1
80519,3
144893,4
137414,1
139042,2
35101,3
60853,3
35804,2
104017,1
73008,1
39364,1
117825,1
48702,1
77977,2
132508,2
79034,3
111226,3
102236,1
8552,3
71288,1
50980,2
87672,2
132994,1
24829,2
24404,1
155393,3
100346,3
69787,1
142764,2
92130,1
98508,3
70896,1
25254,1
153269,1
25670,1
126354,4
66751,1
26482,1
37411,2
144175,2
74325,1
127073,1
133106,1
105603,1
52139,3
12766,1
31600,1
21291,3
34954,3
151554,2
56584,1
13766,1
30564,3
91204,2
66028,3
43215,1
60603,4
121383,1
106542,4
70813,1
11845,1
101760,1
19285,1
114401,1
57191,1
146004,1
19549,3
8416,1
5673,1
120883,1
67023,1
12275,3
2123,3
59590,3
39426,1
138883,2
126832,1
14005,1
115710,1
92980,2
45682,2
95554,1
85112,3
142176,1
49764,1
70166,1
142762,2
40351,1
132878,3
120679,1
135276,1
136540,2
47086,4
5706,2
119184,1
10881,2
46479,1
115869,3
61733,1
30948,1
47750,1
148306,2
142556,1
132556,2
132492,3
145773,1
75815,1
88396,1
30609,1
1243,1
139992,1
92027,1
54109,3
92188,2
108891,2
53582,1
42611,2
152112,1
46486,1
63055,1
12656,1
4493,1
95408,2
96704,1
146380,1
46545,1
72768,1
141580,1
155738,1
46998,3
6987,2
135425,2
38028,1
126788,1
95883,3
148960,2
81586,1
138713,3
36571,1
65396,1
82404,2
21935,1
128797,1
71546,2
32016,1
112833,3
52482,1
88883,1
38134,3
2738,1
126330,1
123388,1
9772,2
94352,1
135673,2
67448,1
144080,1
14785,2
7766,2
128866,1
51183,1
95080,1
132244,3
123162,3
97063,3
85145,1
93468,2
72948,1
75867,1
67957,3
105327,3
111533,1
34438,1
88644,1
97785,1
75558,1
25350,3
109273,1
24389,1
99562,2
98097,2
82646,3
93026,1
83580,0
151285,1
94283,1
1642,2
143845,3
57760,1
58770,3
37883,1
3077,1
95669,1
43447,3
78401,1
64734,1
101570,1
151688,4
111958,1
123950,4
11090,3
24427,1
115094,1
103149,1
17426,3
132749,4
31711,1
139976,3
18473,1
7525,1
41999,1
138587,2
76776,1
103460,1
54954,1
134271,3
89656,2
49799,1
145289,2
150588,1
148240,3
18103,3
76083,1
154774,1
19656,1
102719,1
124023,1
65633,1
106319,4
4281,3
56166,1
117177,2
149569,1
150104,1
19008,3
22182,2
141969,1
105878,1
96861,3
148091,1
133084,3
59182,3
38682,1
73120,1
98212,1
65601,1
123056,1
128353,1
28047,1
143816,1
122930,1
121849,3
139049,1
138693,1
42801,2
132170,2
93356,1
69447,2
144857,3
60282,3
21786,1
107457,1
32887,1
124208,1
16043,1
77714,3
139847,2
16541,3
121665,1
137778,1
106936,1
146520,2
112722,3
27830,1
74819,1
42094,1
52697,2
9000,1
130308,1
120547,1
68728,1
71952,3
105836,1
12517,2
21315,1
111847,3
100623,2
68544,3
18461,2
102130,3
10654,1
85570,2
123898,2
155136,3
147005,3
127000,3
11382,3
33818,1
78461,2
121754,3
88818,1
97734,1
94024,1
110408,1
64594,1
103945,3
37637,1
111698,3
117549,1
43452,1
12970,1
73766,1
136722,1
85247,3
10853,1
98566,2
50849,1
12079,0
97603,1
2812,1
57641,2
125694,1
125049,1
126120,1
111723,1
96182,1
11336,2
88073,1
48977,1
12359,1
109155,1
123227,2
65381,1
114277,1
22217,3
35112,1
15154,1
104851,1
112264,2
140186,2
12475,1
3484,1
121645,1
148892,3
133266,4
48213,1
137026,1
142917,3
39932,2
63072,1
110706,1
66465,1
107324,2
108816,1
71082,2
152257,3
8092,1
147893,1
133127,3
34015,1
49934,2
91394,2
126018,1
27412,3
102356,3
37177,1
153045,1
138638,2
7328,2
23769,1
70646,3
13775,4
46449,1
115412,2
96168,3
131570,1
40030,2
126964,2
78542,2
34080,3
31334,1
104936,2
50844,1
155383,3
78811,3
10222,1
101900,1
53471,3
105270,2
143086,1
141633,1
139750,2
17003,1
88985,3
46969,1
102008,1
74756,1
150149,3
59644,3
143583,1
93907,1
100812,1
108674,2
88080,1
77547,0
136224,1
113238,3
78917,1
140377,1
43009,1
97077,1
24524,1
78612,1
131036,1
49244,2
68135,1
103100,3
129053,1
111266,1
149537,1
24583,1
97216,1
29042,1
93765,3
125219,1
33296,1
132470,1
305,3
116931,1
73516,1
45614,1
55928,1
109892,2
24795,1
33963,1
4199,1
53081,1
33987,2
48906,1
95188,1
104301,2
48037,1
64079,2
123931,1
100101,1
4146,1
91021,1
86445,3
43897,1
43530,1
68855,1
9498,1
106246,1
153719,2
30731,1
3289,1
120023,1
54407,1
107745,3
55704,1
67470,1
24154,3
117646,1
120368,1
49023,2
15120,1
144639,2
129622,2
95732,1
110616,1
57638,3
68520,3
94960,1
50255,1
12402,1
112270,1
80581,2
117910,3
66860,3
41081,1
14816,1
129163,1
150293,2
68936,1
10313,1
3167,3
110135,2
149921,1
149099,1
69724,3
63367,2
108400,2
119353,3
119190,1
128876,2
10643,1
100177,3
120949,1
136718,3
105876,1
35623,2
54436,2
143335,1
30707,1
127196,2
117376,3
88167,2
42275,2
52362,3
106507,1
41340,3
37886,2
34911,3
98379,1
3072,1
50948,0
39095,1
86791,3
20124,1
58837,1
5191,1
72066,1
96692,1
147306,1
29707,2
3207,1
24021,1
72580,1
34973,1
53280,4
148427,2
100115,1
37830,2
19773,0
136621,1
84173,1
96511,1
34824,1
57355,1
67033,2
97088,1
128639,1
30723,4
100663,3
65982,1
87831,1
70295,3
16988,1
28656,1
122569,1
99941,3
70625,1
111342,1
21272,1
60763,3
151491,3
74794,1
125672,1
129747,0
22599,1
141970,1
120108,1
11658,1
82565,2
6495,1
84993,3
4685,4
51627,1
145466,1
149822,2
84185,2
64208,3
16564,1
139162,1
12733,2
144620,3
87039,1
56497,3
97714,2
47505,1
7302,1
130944,1
13736,3
79731,2
50936,3
100895,1
90717,2
151005,1
48324,0
122363,1
144555,1
110208,1
135478,1
1742,1
135540,1
103266,1
54775,3
116698,1
89688,1
117477,1
140656,1
103650,1
155585,2
104103,3
47353,3
25632,1
4218,1
42614,2
49883,1
36836,2
126903,1
132776,2
54509,1
73162,1
149567,1
40992,1
49170,1
125922,1
14709,1
19090,1
107977,1
123161,3
140716,2
151401,3
59602,1
124628,3
34983,1
104210,1
43050,2
101869,3
86944,2
121007,1
18551,1
142474,1
103112,1
30527,1
79088,3
77863,1
115092,3
102223,1
60369,1
121420,0
780,1
16371,1
121317,1
134204,3
135837,1
66722,1
71438,1
99952,1
97056,1
52109,4
154308,1
140514,2
28864,1
142803,1
23376,3
93064,0
72493,1
44092,1
134127,1
77281,1
71437,2
5174,1
121232,2
13847,3
92568,2
113404,2
60591,1
14268,1
42245,2
31777,1
108239,1
32653,3
142918,3
39952,1
143872,1
8850,1
65407,3
70056,0
44851,1
28827,1
52366,1
33516,1
84400,1
155536,3
14620,2
56131,1
88829,1
121579,1
9060,3
18043,2
56787,1
54512,1
3843,1
123561,3
118584,1
105042,2
113980,1
90917,2
116888,2
4213,2
116023,1
44204,3
75563,3
4803,2
67286,1
58180,1
75014,2
44012,1
43984,2
33405,3
114299,1
73545,1
85148,1
109260,1
131593,1
151109,1
125147,1
85901,1
106195,3
6730,1
26977,1
1655,1
138078,1
91637,1
110872,3
55922,1
134248,1
8960,3
137685,1
126305,1
22087,1
8738,1
132173,1
133857,1
20633,3
72197,1
110855,1
103962,3
140679,2
18413,1
118022,1
119711,1
56542,1
94751,1
4793,4
21177,1
154071,2
90789,2
116751,2
136710,3
148857,2
11947,1
154332,2
129928,2
56085,3
54094,4
115467,1
88767,1
10225,1
38115,1
117692,2
126347,3
56253,1
92985,4
107545,1
123694,1
14300,2
90629,1
84730,2
45440,1
19102,2
6152,1
21121,3
37329,1
97635,1
5132,1
90674,3
127892,3
26389,1
38159,3
8668,1
136012,1
49498,1
27357,2
60936,3
144265,1
95621,2
57141,1
65375,1
9437,1
100526,1
52703,1
30991,2
76534,2
38247,3
104034,1
86997,4
143804,1
99351,1
145752,2
108905,1
118856,2
115470,3
25769,3
131069,1
64099,1
66463,3
80363,1
67676,3
43908,1
116608,2
143521,1
33271,1
119447,1
143935,2
144753,3
49743,1
51710,1
135743,3
73301,1
103852,2
144830,1
126901,1
135629,1
49322,2
86748,1
64859,1
33003,1
12701,2
33081,1
49983,1
20645,3
1765,1
83003,1
62045,1
64831,3
35224,1
91693,2
15627,1
95049,1
64360,1
18998,1
23564,1
58462,1
109572,1
50789,1
51712,1
17692,1
26942,2
83371,1
114391,1
97114,2
107874,1
122005,1
155273,3
75373,1
63313,1
112589,1
129181,2
23965,2
73011,1
114349,3
44099,2
135338,1
98446,1
111921,1
107211,3
54356,1
132748,4
33061,1
67227,1
57213,1
99989,1
109227,2
64639,3
117052,1
46264,1
134704,2
46684,1
113268,3
56940,1
20826,3
155936,3
64215,3
30333,3
55497,3
64680,1
38591,1
17664,3
115594,1
131925,3
80735,3
119111,2
124621,1
72655,1
59927,3
14003,1
67192,1
52885,1
6751,3
128892,2
100323,3
129966,1
31477,2
129249,2
2173,1
56103,3
102259,3
154264,2
99830,3
126923,3
114600,1
107022,4
62091,1
29114,3
20292,2
20453,0
91779,1
26670,1
34223,3
110774,1
13543,1
105662,1
95450,1
40843,1
26668,1
57412,3
25397,2
20206,2
67782,4
43833,1
24172,1
116631,3
135305,1
121063,3
137852,3
85330,1
89742,1
66665,1
100317,1
3228,1
45734,1
126129,1
48028,2
42283,1
62328,1
101407,3
124149,3
50597,1
84414,1
53780,3
142001,3
58541,1
97427,3
113865,1
50046,1
126597,2
100474,1
95489,1
26802,1
84529,2
145080,1
25084,3
42433,3
142525,1
97812,1
144105,1
52663,1
83152,1
71772,3
123323,1
29247,1
132163,1
89274,1
122885,2
58399,1
153380,1
22677,1
146404,1
52066,1
136473,1
69999,1
151984,1
2372,1
136077,1
66048,2
75800,2
80018,1
84000,3
107681,1
64924,1
27188,2
118989,1
102074,3
106613,1
133253,1
50859,1
27931,1
3030,1
43731,1
29846,2
48001,1
88900,2
138100,2
44787,1
114829,1
35896,1
129347,3
92197,1
82311,1
10830,2
38280,2
56035,1
8284,3
90383,1
110566,2
149989,2
78339,1
31581,3
31363,1
18554,1
96950,3
124818,2
42898,2
49019,2
154195,3
124911,1
62667,1
29932,1
40576,2
57291,2
55289,1
90787,2
60703,1
86388,1
21911,1
36557,2
132222,1
131621,1
59707,1
93990,0
25604,1
50888,1
95810,1
74451,3
59012,1
88538,2
34780,1
24555,1
140103,1
12796,1
119242,1
132126,3
63485,1
5504,1
138229,1
48541,1
27813,2
144036,1
105406,1
46745,2
35137,3
69156,1
72819,1
95611,2
24789,1
73563,1
74076,2
127605,1
81908,1
125530,2
23078,1
150101,3
126506,2
88793,2
149459,1
147953,4
5900,3
77533,1
78096,1
63701,2
6925,1
21386,3
141221,1
154708,3
94449,1
85661,3
127632,2
41094,3
89992,2
80949,3
134818,1
28714,2
15526,1
94718,1
26741,4
87370,2
93887,3
43748,2
72938,1
58004,1
22482,1
109199,2
49101,1
83541,1
115198,1
69905,1
51458,1
24501,2
1413,1
140980,1
70947,1
77478,1
111445,1
121153,3
153735,2
111465,2
73259,1
20091,1
123251,2
112878,1
37795,1
141010,4
67700,3
80082,2
145829,3
71685,1
82026,2
30612,1
95806,1
12029,1
153613,1
103139,1
58297,1
147376,2
75110,1
6257,3
91723,1
30904,1
50664,1
87523,1
19767,0
139622,3
153206,2
11078,1
78359,1
107415,4
124302,3
43239,1
144467,1
75417,2
127780,1
125432,2
46118,1
39618,1
74813,0
2688,1
55518,1
21286,1
135957,1
92320,1
20180,2
123821,1
18422,1
126174,2
96074,1
106783,1
60019,1
50266,3
36434,1
116347,2
32079,1
39437,2
49316,2
115746,1
154810,1
92955,1
26868,1
60419,3
24863,2
106366,3
21083,1
108229,1
72508,1
67712,1
27061,3
139731,1
153739,1
26678,1
2320,2
15055,2
124095,1
26818,1
72526,3
93420,1
155985,1
95600,2
94511,1
35807,1
69224,1
27245,1
148591,1
148740,1
58598,2
74508,1
13310,1
40486,1
96021,2
47560,4
90399,0
38440,1
74050,1
106996,2
131429,1
116309,2
57209,2
151073,2
137372,1
43133,1
3907,3
31797,2
36449,1
121134,3
130954,2
61198,2
123648,1
105094,1
21802,3
20052,1
49445,2
35314,1
41570,1
29711,3
32170,3
129713,3
86793,3
127141,1
44776,3
18907,1
64895,2
10948,3
19834,1
61947,2
32006,1
83020,2
51379,3
140324,2
74160,3
38250,3
121257,2
151011,1
94050,3
5563,2
135488,1
16079,1
27195,1
147557,1
13088,2
136602,1
104145,3
20176,2
82157,3
22916,1
42905,4
65210,1
86930,2
30954,3
47981,1
131629,1
1572,1
10289,1
127270,1
81129,2
39085,1
123204,1
141813,1
143424,2
57377,1
85764,3
149019,2
798,1
108339,3
100914,1
76201,1
145356,3
48252,2
132084,0
129741,1
21241,2
50146,1
110521,1
29220,1
39864,1
144039,1
124147,3
88059,1
94338,2
153147,2
68468,1
99370,1
148373,1
20748,4
93074,1
2904,1
147862,2
149251,2
90747,1
71905,1
54534,1
99531,3
77923,1
448,4
153228,1
82062,2
82377,2
13827,3
87032,1
28187,3
26017,1
54353,1
45091,1
140569,1
27418,1
123977,3
79278,3
124764,1
76131,2
33221,1
28103,1
83714,1
97632,1
130462,1
25176,1
4686,3
147451,1
143559,3
51887,3
65164,4
110875,1
71163,2
25708,1
64239,1
115399,2
81830,3
75981,1
82351,1
37792,1
107560,1
130491,3
112248,2
27312,1
132858,1
32551,1
140328,3
96334,1
131634,1
65362,2
22449,1
79250,1
11201,1
11902,2
87149,2
113879,1
105714,1
3290,1
102951,1
115616,2
94322,1
155903,1
32566,3
129973,2
36068,1
137545,1
34492,3
119245,2
40612,2
84782,2
13506,1
56484,1
122599,1
36601,1
27904,1
125134,3
114962,3
12967,1
112071,2
127405,3
125869,3
150710,1
97135,1
110569,0
58369,2
148241,3
150936,3
91605,2
85390,2
140283,1
145207,1
114927,1
76469,1
27595,1
131939,2
67879,1
96050,1
95613,1
78584,2
15080,1
18966,3
9527,1
84320,1
81640,1
116950,1
47102,2
38125,2
126790,3
111168,1
65158,1
119623,1
134259,2
153360,1
36250,1
4185,1
59445,1
135984,1
40494,2
88981,2
112476,1
84622,1
42655,1
30155,1
59153,1
13558,1
55210,1
87547,1
58440,1
128136,1
102854,2
144888,1
95454,1
140128,1
113119,3
133096,3
151253,1
128583,1
99439,1
86938,1
46868,3
24596,1
9145,1
146177,1
69014,3
140135,2
133883,1
98931,1
66001,1
48893,1
130345,1
126864,1
38293,1
115357,1
143258,4
85943,1
19621,1
53087,1
89094,1
27722,2
25882,1
133344,1
27814,1
47163,2
134578,1
20773,3
73578,3
136843,1
13753,2
92801,1
112839,1
66068,2
47903,1
11403,1
77867,1
48419,1
95474,1
73188,3
144701,2
58204,3
147983,1
2853,3
7985,1
131396,1
32434,3
60859,3
103496,1
8258,1
62108,2
24969,1
83319,3
142468,3
89723,3
34670,1
37022,4
75051,1
18729,2
29762,1
88598,2
124588,1
128176,1
84888,4
40621,2
117085,3
73497,1
139068,1
133004,1
78804,1
117881,1
72514,1
52510,1
131361,1
41444,1
28997,1
29862,1
94982,2
16562,4
14269,1
2109,3
118239,1
146074,3
69868,1
17782,1
94187,2
153008,1
131476,1
155056,1
48224,3
115591,1
144907,1
66993,1
10672,1
87982,2
92932,4
21612,1
18796,1
2190,2
27601,1
14343,1
116427,1
69806,2
56360,1
41287,3
149690,1
51261,1
8933,1
105905,3
27428,3
144970,2
138909,3
88609,1
59157,2
91495,2
117650,1
70095,3
78144,1
113810,3
41532,3
55329,3
95716,1
154489,3
64914,1
29199,1
47398,1
88771,2
134618,4
90666,1
64242,1
69000,1
104029,1
19383,4
127302,1
77391,3
6335,1
68791,1
87655,3
81570,1
17171,1
46551,3
42651,1
103564,3
27955,2
52556,1
112710,1
151922,1
37465,1
77473,1
61345,1
64512,1
18259,1
60363,1
131161,1
118049,2
128343,1
9970,1
136123,2
55902,1
62180,2
120680,1
144708,2
39990,3
151414,1
149927,1
24785,1
75854,1
94724,3
50283,2
80320,1
151135,1
61136,1
76802,3
149045,2
149757,3
98820,2
90343,2
102944,1
5466,2
94515,1
118356,1
76371,2
3916,3
81151,1
25880,1
57117,1
67621,2
87406,1
121363,2
108728,2
21360,2
136953,1
32611,3
91288,1
36712,1
132200,1
68817,3
62151,1
27539,1
6876,1
11567,1
144225,2
21739,3
103804,2
35960,3
89152,1
5004,1
27852,1
117401,2
98715,1
77869,1
74027,3
90614,3
151772,1
17279,1
78957,3
29808,1
91275,1
58154,1
77937,1
130060,1
121672,3
91925,1
101397,3
82569,1
145359,3
114751,1
116664,3
67784,4
70322,1
140431,1
2609,1
127843,2
152135,1
128388,1
24875,2
10826,2
26773,1
27082,4
68339,1
93101,3
153108,2
272,1
17786,1
139382,1
51836,2
56593,1
17725,1
55152,1
151225,2
61117,3
7113,1
107270,2
66842,1
102041,3
46782,3
2876,1
71712,2
24900,2
63534,2
75402,2
11099,3
12815,1
152743,2
64444,2
145441,2
65735,3
147697,1
87466,1
2535,2
115415,1
152337,1
77421,2
100676,2
307,3
78663,2
152465,2
112326,1
147281,3
64114,1
21304,1
32009,1
26808,2
136281,1
111337,1
55333,1
45406,1
87350,1
40262,1
37355,3
63113,1
93351,1
62504,1
112186,1
31367,1
109051,1
138840,1
136424,1
132260,3
125433,1
81261,1
31217,1
3983,2
141519,1
77919,2
125784,1
45830,3
69396,2
22557,2
15975,1
118918,1
85786,1
151881,1
152660,1
99988,1
101156,1
4254,3
143481,2
151561,1
59046,1
96761,1
31151,1
67874,1
60463,2
55442,1
105378,1
6516,2
32903,3
56563,1
101455,1
56753,1
14219,3
55658,1
59624,1
32150,1
103453,1
42067,2
22802,2
68231,2
109293,1
89541,1
30482,2
99154,1
127607,3
63559,3
54123,1
5824,1
76162,3
31176,1
151306,1
117322,1
78385,1
152887,3
147961,3
37429,1
56182,1
112767,1
61884,3
69492,3
113908,1
30955,1
141143,1
123839,3
71733,1
140486,2
122944,3
24939,3
125822,1
89577,1
76020,1
42513,3
124693,1
68479,3
106758,2
36664,3
55823,1
9147,1
121306,3
124364,1
112000,1
132645,3
57694,1
8366,3
4679,4
60387,1
99150,2
8320,2
131704,1
79998,1
101868,3
46302,1
99051,1
83150,1
112947,1
54194,3
70118,1
86809,3
135926,3
85542,1
67824,3
64162,4
26926,1
1471,1
117163,1
97961,1
139961,1
51181,1
33907,1
127189,3
90771,1
89204,3
74718,2
95179,1
9861,1
133058,1
86465,1
53191,2
100738,1
8184,1
64210,3
67212,3
116226,3
147808,2
99083,3
143101,1
41825,3
29562,3
79825,1
5967,3
90168,3
32460,2
33562,3
22312,1
61788,1
16063,1
122053,1
109143,1
95781,1
17600,3
6053,4
114655,1
81055,2
99921,1
121045,1
40912,1
132985,1
113939,3
91983,1
52478,1
103738,2
15346,3
144125,3
61810,1
51288,1
134652,1
36320,2
148860,2
19255,3
147056,1
50881,1
111354,2
45990,1
136413,3
155707,4
110935,1
60073,1
53182,3
51494,2
82078,0
99503,3
77285,1
101674,1
108583,1
121298,2
47447,3
18129,1
153907,1
84034,1
8019,1
111309,1
33662,1
35278,2
36174,2
20174,2
80092,3
50328,2
15926,1
101328,2
68819,1
123178,1
101362,1
30687,3
94288,3
124540,1
53502,3
46834,1
73738,1
132010,3
116697,1
7912,1
29487,1
44044,1
89299,1
10718,1
99519,2
43659,2
33196,1
10409,1
65969,3
28120,1
19291,0
23604,1
22174,3
95903,1
125954,3
126762,2
42406,3
63708,2
153844,1
82577,1
1777,1
65100,1
102311,1
98135,1
90721,2
128072,1
70368,1
116922,1
8285,1
42248,1
56520,1
55559,1
79258,1
149245,3
131860,1
121022,2
92797,1
117674,1
117305,4
89216,3
154873,1
131264,3
108266,3
116646,2
75090,1
55226,1
117099,1
71977,1
51155,1
89083,3
56982,1
88510,1
32302,1
61151,3
137247,2
105903,3
124773,3
122087,2
83174,2
48112,3
139761,1
151764,1
153859,1
140849,1
47064,2
31983,4
104930,2
63727,2
112765,3
35533,2
42574,1
63195,1
63503,1
41371,2
140050,1
154049,3
106651,1
35488,1
67722,1
152902,2
43961,3
68989,1
84826,2
126434,1
1250,1
48570,1
56375,3
78267,2
152854,1
117188,1
151001,1
110539,3
83268,1
